종목명,시가총액,상장주식수,시장구분,btin,SIC,GICS
희림,"59,240,131,125","13,922,475",KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업",전문기술,"건설,건축관련"
삼지전자,"140,992,030,080","16,318,522",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
LG헬로비전,"749,685,653,200","77,446,865",KOSPI,텔레비전 방송업,서비스업,"미디어,교육"
광주신세계,"279,200,000,000","1,600,000",KOSPI,종합 소매업,유통업,소매(유통)
쎄니트,"69,695,817,260","33,832,921",KOSDAQ,1차 철강 제조업,금속,"비철,목재등"
엘컴텍,"143,560,782,300","84,447,519",KOSDAQ,전자부품 제조업,IT부품,IT하드웨어
제일테크노스,"36,000,000,000","9,000,000",KOSDAQ,"구조용 금속제품, 탱크 및 증기발생기 제조업",금속,"건설,건축관련"
루멘스,"115,828,120,800","47,276,784",KOSDAQ,반도체 제조업,반도체,디스플레이
서린바이오,"66,935,005,200","6,900,516",KOSDAQ,기타 전문 도매업,도매,건강관리
에코플라스틱,"29,391,428,650","25,669,370",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
팍스넷,"91,057,222,620","11,077,521",KOSDAQ,기타 정보 서비스업,금융서비스,소프트웨어
마크로젠,"326,647,983,200","10,605,454",KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업",전문기술,건강관리
UCI,"48,364,030,800","13,434,453",KOSDAQ,일반 교습 학원,교육,"미디어,교육"
레드캡투어,"133,995,888,000","8,589,480",KOSDAQ,여행사 및 기타 여행보조 서비스업,사업지원,운송
바이오스마트,"88,306,914,800","19,978,940",KOSDAQ,전자부품 제조업,정보기기,IT하드웨어
삼표시멘트,"399,905,469,425","107,357,173",KOSDAQ,기타 비금속 광물제품 제조업,비금속,"건설,건축관련"
골드퍼시픽,"14,755,195,560","9,136,344",KOSDAQ,생활용품 도매업,도매,"화장품,의류,완구"
상상인,"826,047,268,100","47,748,397",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
위즈코프,"39,386,496,320","37,157,072",KOSDAQ,연료 소매업,소매,에너지
에스넷,"63,095,218,875","16,075,215",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,IT하드웨어
에코바이오,"54,697,949,540","11,527,492",KOSDAQ,사업시설 유지·관리 서비스업,사업지원,유틸리티
아이에이,"108,174,717,200","41,288,060",KOSDAQ,전자부품 제조업,반도체,자동차
파인디지털,"35,227,139,250","10,210,765",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT가전
현대통신,"87,543,750,000","8,625,000",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
이건홀딩스,"57,139,313,770","22,584,709",KOSDAQ,기타 금융업,"종이,목재","건설,건축관련"
이오테크닉스,"570,435,077,700","12,280,626",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
하나투어,"820,102,661,000","11,616,185",KOSPI,여행사 및 기타 여행보조 서비스업,서비스업,"호텔,레저서비스"
오스코텍,"769,834,732,750","27,250,787",KOSDAQ,의약품 제조업,제약,건강관리
에이아이비트,"63,636,167,490","53,475,771",KOSDAQ,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",반도체,디스플레이
경남스틸,"48,125,000,000","25,000,000",KOSDAQ,1차 철강 제조업,금속,철강
인포뱅크,"61,988,063,140","8,693,978",KOSDAQ,기타 정보 서비스업,통신서비스,소프트웨어
세중,"61,613,667,800","18,121,667",KOSDAQ,여행사 및 기타 여행보조 서비스업,사업지원,"호텔,레저서비스"
한국경제TV,"88,550,000,000","23,000,000",KOSDAQ,텔레비전 방송업,방송서비스,"미디어,교육"
케이엘넷,"64,976,223,700","24,154,730",KOSDAQ,전기 통신업,통신서비스,소프트웨어
에스티아이,"153,392,700,000","15,830,000",KOSDAQ,특수 목적용 기계 제조업,반도체,반도체
키움증권,"1,821,018,576,000","22,099,740",KOSPI,금융 지원 서비스업,증권,증권
다산네트웍스,"190,361,532,080","29,196,554",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
HDC아이콘트롤스,"158,180,600,000","16,460,000",KOSPI,전기 및 통신 공사업,건설업,"건설,건축관련"
화성밸브,"101,920,000,000","7,280,000",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
한류타임즈,"64,251,094,020","35,497,842",KOSDAQ,"서적, 잡지 및 기타 인쇄물 출판업","출판,매체복제","미디어,교육"
한국정보공학,"26,741,353,995","8,018,397",KOSDAQ,기타 전문 도매업,도매,IT하드웨어
오로라,"92,130,338,400","10,762,890",KOSDAQ,전문디자인업,전문기술,"화장품,의류,완구"
디오,"414,179,301,900","15,171,403",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
나노엔텍,"126,731,247,800","26,292,790",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
리노스,"73,999,788,240","37,754,994",KOSDAQ,"섬유, 의복, 신발 및 가죽제품 소매업",소매,"화장품,의류,완구"
누리텔레콤,"81,495,416,600","12,055,535",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
YTN,"81,480,000,000","42,000,000",KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업",방송서비스,"미디어,교육"
큐로컴,"175,169,712,840","109,140,008",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
정상제이엘에스,"114,446,129,600","15,677,552",KOSDAQ,일반 교습 학원,교육,"미디어,교육"
SG&G,"68,003,956,020","34,087,196",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
아이씨디,"133,150,781,090","16,706,497",KOSDAQ,특수 목적용 기계 제조업,반도체,디스플레이
인프라웨어,"54,134,266,200","37,463,160",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
넥슨지티,"315,176,299,020","35,373,322",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
우리기술투자,"255,360,000,000","84,000,000",KOSDAQ,기타 금융업,금융,은행
에버다임,"109,108,098,960","17,915,944",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
한국전자인증,"83,047,293,630","21,459,249",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
에스엠,"1,286,463,090,900","23,013,651",KOSDAQ,오디오물 출판 및 원판 녹음업,"오락,문화","미디어,교육"
이라이콤,"64,722,156,300","12,188,730",KOSDAQ,상품 중개업,IT부품,디스플레이
젬백스지오,"80,276,995,950","44,474,790",KOSDAQ,건물설비 설치 공사업,전문건설,에너지
상신브레이크,"79,659,079,500","21,471,450",KOSPI,자동차 신품 부품 제조업,운수장비,자동차
인바디,"304,464,149,500","13,683,782",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
에스텍파마,"108,869,106,450","11,898,263",KOSDAQ,의약품 제조업,제약,건강관리
메디아나,"69,290,472,960","8,650,496",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
동아화성,"50,402,000,000","15,800,000",KOSDAQ,고무제품 제조업,화학,자동차
코미팜,"1,247,428,296,400","55,318,328",KOSDAQ,의약품 제조업,제약,건강관리
카페24,"861,956,565,800","9,430,597",KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",인터넷,소프트웨어
케이피엠테크,"110,038,749,810","88,384,538",KOSDAQ,기타 화학제품 제조업,화학,화학
에스씨디,"50,504,394,380","48,329,564",KOSDAQ,가정용 기기 제조업,일반전기전자,IT가전
비츠로테크,"161,842,040,520","22,353,873",KOSDAQ,기타 금융업,금융,기계
네오위즈홀딩스,"104,953,862,100","8,856,866",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
링네트,"52,279,073,000","14,936,878",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
라온시큐어,"77,456,405,220","31,809,612",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
한스바이오메드,"246,939,317,850","9,857,857",KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,제약,건강관리
새로닉스,"51,992,657,190","12,423,574",KOSDAQ,전자부품 제조업,IT부품,디스플레이
대우조선해양,"3,821,885,058,800","107,205,752",KOSPI,선박 및 보트 건조업,운수장비,조선
두산인프라코어,"1,727,703,606,300","208,157,061",KOSPI,특수 목적용 기계 제조업,기계,기계
한미반도체,"461,224,553,400","57,223,890",KOSPI,특수 목적용 기계 제조업,기계,반도체
상지카일룸,"89,153,903,520","36,840,456",KOSDAQ,건물 건설업,종합건설,"건설,건축관련"
큐브앤컴퍼니,"107,310,474,865","26,727,391",KOSDAQ,기타 전문 도매업,도매,건강관리
솔고바이오,"67,439,652,345","161,725,785",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
바텍,"329,764,483,200","14,854,256",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
파루,"81,289,133,580","29,667,567",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,에너지
에이치엘비파워,"58,983,194,224","59,518,864",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
성호전자,"26,378,490,948","29,506,142",KOSDAQ,전자부품 제조업,IT부품,IT가전
케이맥,"69,427,514,520","7,034,196",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",디스플레이
에쎈테크,"66,960,000,000","72,000,000",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
디지아이,"25,110,000,000","9,000,000",KOSDAQ,컴퓨터 및 주변장치 제조업,정보기기,IT하드웨어
평화정공,"127,260,000,000","21,000,000",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
크로바하이텍,"91,569,000,000","23,300,000",KOSDAQ,반도체 제조업,반도체,IT가전
지니뮤직,"279,825,833,970","58,115,438",KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",디지털컨텐츠,"미디어,교육"
국순당,"72,147,548,160","17,858,304",KOSDAQ,알코올음료 제조업,"음식료,담배",필수소비재
서울리거,"69,192,673,540","25,115,308",KOSDAQ,기타 전문 도매업,도매,건강관리
자연과환경,"62,127,323,310","33,949,357",KOSDAQ,환경 정화 및 복원업,환경,"상사,자본재"
조광ILI,"52,097,407,120","9,885,656",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
KD,"48,018,381,390","355,691,714",KOSDAQ,건물 건설업,종합건설,"건설,건축관련"
위닉스,"265,420,361,250","17,873,425",KOSDAQ,가정용 기기 제조업,일반전기전자,"화장품,의류,완구"
주연테크,"36,052,243,550","98,773,270",KOSPI,컴퓨터 및 주변장치 제조업,전기전자,IT하드웨어
KSS해운,"162,069,301,200","23,185,880",KOSPI,해상 운송업,운수창고업,운송
바이오제네틱스,"78,874,394,400","10,954,777",KOSDAQ,고무제품 제조업,화학,필수소비재
태웅,"217,080,083,850","20,007,381",KOSDAQ,기타 금속 가공제품 제조업,금속,기계
에이치케이,"25,468,986,060","18,455,787",KOSDAQ,특수 목적용 기계 제조업,"기계,장비",기계
코스맥스비티아이,"189,197,243,700","9,603,921",KOSPI,기타 금융업,기타금융업,건강관리
이글벳,"49,935,437,850","12,641,883",KOSDAQ,기타 전문 도매업,도매,건강관리
오공,"56,925,032,640","16,941,974",KOSDAQ,기타 화학제품 제조업,화학,화학
한양이엔지,"234,900,000,000","18,000,000",KOSDAQ,"건축기술, 엔지니어링 및 관련 기술 서비스업",전문기술,"건설,건축관련"
성우테크론,"38,389,193,200","9,054,055",KOSDAQ,전자부품 제조업,반도체,반도체
토탈소프트,"23,235,078,600","8,558,040",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,운송
대아티아이,"497,349,138,780","71,151,522",KOSDAQ,기타 전기장비 제조업,일반전기전자,소프트웨어
정원엔시스,"63,935,444,620","32,209,292",KOSDAQ,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",컴퓨터서비스,소프트웨어
크린앤사이언스,"89,700,000,000","6,500,000",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",자동차
에이텍,"52,285,800,000","8,260,000",KOSDAQ,컴퓨터 및 주변장치 제조업,정보기기,IT하드웨어
GV,"99,033,703,025","26,586,229",KOSDAQ,전구 및 조명장치 제조업,일반전기전자,디스플레이
코아시아,"97,197,349,370","19,616,014",KOSDAQ,"그외 기타 전문, 과학 및 기술 서비스업",IT부품,IT하드웨어
코다코,"89,066,503,680","39,064,256",KOSDAQ,자동차 신품 부품 제조업,"운송장비,부품",자동차
한일네트웍스,"56,005,553,495","11,954,227",KOSDAQ,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",컴퓨터서비스,소프트웨어
오르비텍,"98,017,160,760","23,790,573",KOSDAQ,기타 과학기술 서비스업,전문기술,"상사,자본재"
SBS콘텐츠허브,"123,200,805,700","21,463,555",KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
파나진,"151,201,235,200","32,034,160",KOSDAQ,의료용품 및 기타 의약 관련제품 제조업,"의료,정밀기기",건강관리
백금T&A,"37,726,394,880","15,212,256",KOSDAQ,통신 및 방송 장비 제조업,통신장비,IT하드웨어
삼화네트웍스,"61,873,823,520","42,967,933",KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
KG모빌리언스,"226,694,734,060","29,906,957",KOSDAQ,소프트웨어 개발 및 공급업,소프트웨어,소프트웨어
서울반도체,"1,250,650,830,000","58,305,400",KOSDAQ,반도체 제조업,반도체,디스플레이
우원개발,"61,580,017,360","16,399,472",KOSDAQ,기반조성 및 시설물 축조관련 전문공사업,전문건설,"건설,건축관련"
우리로,"51,317,616,330","24,791,119",KOSDAQ,통신 및 방송 장비 제조업,도매,IT하드웨어
대우건설,"1,992,910,549,210","415,622,638",KOSPI,건물 건설업,건설업,"건설,건축관련"
포스코인터내셔널,"2,455,165,465,100","123,375,149",KOSPI,상품 중개업,유통업,"상사,자본재"
한빛소프트,"76,693,592,420","24,779,836",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
파워로직스,"237,035,907,000","34,353,030",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",IT부품,IT가전
유니온머티리얼,"78,120,000,000","42,000,000",KOSPI,"내화, 비내화 요업제품 제조업",비금속광물,자동차
이스트소프트,"64,841,070,000","9,899,400",KOSDAQ,소프트웨어 개발 및 공급업,디지털컨텐츠,소프트웨어
코데즈컴바인,"108,986,693,760","37,842,602",KOSDAQ,봉제의복 제조업,"섬유,의류","화장품,의류,완구"
한국항공우주,"3,124,077,179,350","97,475,107",KOSPI,"항공기,우주선 및 부품 제조업",운수장비,"상사,자본재"
초록뱀,"143,002,813,820","66,052,108",KOSDAQ,"영화, 비디오물, 방송프로그램 제작 및 배급업","오락,문화","미디어,교육"
메디포럼제약,"69,657,316,190","13,848,373",KOSDAQ,자연과학 및 공학 연구개발업,"연구,개발",건강관리
오스템임플란트,"745,714,427,400","14,285,717",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
현대바이오,"220,184,149,270","33,718,859",KOSDAQ,기타 화학제품 제조업,화학,"화장품,의류,완구"
유라테크,"62,899,200,000","11,520,000",KOSDAQ,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",일반전기전자,자동차
대동스틸,"110,000,000,000","10,000,000",KOSDAQ,1차 철강 제조업,금속,철강
인트론바이오,"815,084,640,400","15,038,462",KOSDAQ,기초 의약물질 및 생물학적 제제 제조업,제약,건강관리
SM C&C,"212,107,613,630","94,061,026",KOSDAQ,광고업,방송서비스,"미디어,교육"
TPC,"46,633,500,000","12,900,000",KOSDAQ,일반 목적용 기계 제조업,"기계,장비",기계
엔피케이,"34,264,779,090","18,723,923",KOSDAQ,합성고무 및 플라스틱 물질 제조업,화학,화학
시너지이노베이션,"147,824,371,730","57,075,047",KOSDAQ,의료용 기기 제조업,"의료,정밀기기",건강관리
대원미디어,"120,632,092,140","12,578,946",KOSDAQ,기타 전문 도매업,도매,"미디어,교육"
