,quarter,시장구분,종목명,btin
35058,4,KOSDAQ,드래곤플라이,소프트웨어 개발 및 공급업
35325,1,KOSDAQ,원익홀딩스,기타 금융업
35334,2,KOSDAQ,원익홀딩스,기타 금융업
35352,4,KOSDAQ,원익홀딩스,기타 금융업
35355,3,KOSDAQ,원익홀딩스,기타 금융업
35360,2,KOSPI,교보증권,금융 지원 서비스업
35369,3,KOSPI,교보증권,금융 지원 서비스업
35383,3,KOSDAQ,양지사,인쇄 및 인쇄관련 산업
35387,1,KOSDAQ,양지사,인쇄 및 인쇄관련 산업
35388,4,KOSDAQ,양지사,인쇄 및 인쇄관련 산업
35391,1,KOSDAQ,아이즈비전,전기 통신업
35392,2,KOSDAQ,아이즈비전,전기 통신업
35393,4,KOSDAQ,아이즈비전,전기 통신업
35400,2,KOSDAQ,에스에이엠티,기계장비 및 관련 물품 도매업
35401,1,KOSDAQ,에스에이엠티,기계장비 및 관련 물품 도매업
35416,2,KOSPI,신세계인터내셔날,"섬유, 의복, 신발 및 가죽제품 소매업"
35427,4,KOSPI,신세계푸드,음식점업
35431,1,KOSPI,신세계푸드,음식점업
35515,1,KOSDAQ,오스템,자동차 신품 부품 제조업
35523,4,KOSDAQ,오스템,자동차 신품 부품 제조업
35524,2,KOSDAQ,오스템,자동차 신품 부품 제조업
35527,2,KOSPI,콤텍시스템,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
35528,3,KOSPI,콤텍시스템,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
35533,1,KOSPI,콤텍시스템,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
35534,2,KOSDAQ,엔에스엔,상품 종합 도매업
35535,1,KOSDAQ,엔에스엔,상품 종합 도매업
35536,3,KOSDAQ,다우데이타,기계장비 및 관련 물품 도매업
35538,4,KOSDAQ,다우데이타,기계장비 및 관련 물품 도매업
35539,2,KOSDAQ,다우데이타,기계장비 및 관련 물품 도매업
35555,1,KOSDAQ,다우데이타,기계장비 및 관련 물품 도매업
35559,4,KOSDAQ,삼일,도로 화물 운송업
35560,1,KOSPI,롯데관광개발,여행사 및 기타 여행보조 서비스업
35574,3,KOSPI,롯데관광개발,여행사 및 기타 여행보조 서비스업
35576,2,KOSPI,롯데관광개발,여행사 및 기타 여행보조 서비스업
35715,2,KOSDAQ,케이엠더블유,통신 및 방송 장비 제조업
35719,3,KOSDAQ,케이엠더블유,통신 및 방송 장비 제조업
35720,1,KOSDAQ,케이엠더블유,통신 및 방송 장비 제조업
35725,3,KOSDAQ,TJ미디어,영상 및 음향기기 제조업
35726,4,KOSDAQ,TJ미디어,영상 및 음향기기 제조업
35745,1,KOSDAQ,TJ미디어,영상 및 음향기기 제조업
35790,2,KOSDAQ,TJ미디어,영상 및 음향기기 제조업
35853,3,KOSDAQ,피델릭스,반도체 제조업
35856,4,KOSDAQ,유비케어,소프트웨어 개발 및 공급업
35876,3,KOSDAQ,유비케어,소프트웨어 개발 및 공급업
35896,1,KOSDAQ,유비케어,소프트웨어 개발 및 공급업
35941,2,KOSDAQ,유비케어,소프트웨어 개발 및 공급업
36000,2,KOSPI,LG유플러스,전기 통신업
36005,1,KOSPI,LG유플러스,전기 통신업
36021,4,KOSPI,LG유플러스,전기 통신업
36022,1,KOSDAQ,소프트센,기계장비 및 관련 물품 도매업
36085,3,KOSDAQ,소프트센,기계장비 및 관련 물품 도매업
36087,4,KOSDAQ,소프트센,기계장비 및 관련 물품 도매업
36183,2,KOSDAQ,소프트센,기계장비 및 관련 물품 도매업
36201,1,KOSDAQ,삼진,통신 및 방송 장비 제조업
36202,2,KOSDAQ,삼진,통신 및 방송 장비 제조업
36208,4,KOSDAQ,삼진,통신 및 방송 장비 제조업
36211,3,KOSDAQ,삼진,통신 및 방송 장비 제조업
36243,1,KOSDAQ,판타지오,창작 및 예술관련 서비스업
36244,3,KOSDAQ,판타지오,창작 및 예술관련 서비스업
36247,2,KOSDAQ,판타지오,창작 및 예술관련 서비스업
36248,4,KOSDAQ,판타지오,창작 및 예술관련 서비스업
36261,2,KOSDAQ,우리기술,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
36262,4,KOSDAQ,우리기술,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
36264,1,KOSDAQ,우리기술,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
36266,4,KOSPI,삼성생명,보험업
36269,3,KOSPI,삼성생명,보험업
36378,1,KOSPI,삼성생명,보험업
36379,2,KOSPI,삼성생명,보험업
36493,1,KOSDAQ,비트컴퓨터,소프트웨어 개발 및 공급업
36494,4,KOSDAQ,비트컴퓨터,소프트웨어 개발 및 공급업
36495,3,KOSDAQ,비트컴퓨터,소프트웨어 개발 및 공급업
36502,2,KOSDAQ,비트컴퓨터,소프트웨어 개발 및 공급업
36510,3,KOSDAQ,원익,기계장비 및 관련 물품 도매업
36511,4,KOSDAQ,원익,기계장비 및 관련 물품 도매업
36512,1,KOSDAQ,동일기연,전자부품 제조업
36514,2,KOSDAQ,동일기연,전자부품 제조업
36516,4,KOSDAQ,동일기연,전자부품 제조업
36519,4,KOSDAQ,바이온,음·식료품 및 담배 도매업
36520,1,KOSDAQ,바이온,음·식료품 및 담배 도매업
36525,2,KOSDAQ,바이온,음·식료품 및 담배 도매업
36531,3,KOSDAQ,바이온,음·식료품 및 담배 도매업
36534,2,KOSDAQ,제이엠아이,기록매체 복제업
36535,4,KOSDAQ,제이엠아이,기록매체 복제업
36536,2,KOSDAQ,제룡전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
36537,3,KOSDAQ,제룡전기,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
36542,3,KOSDAQ,디지틀조선,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
36552,4,KOSDAQ,디지틀조선,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
36553,1,KOSDAQ,디지틀조선,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
36577,3,KOSDAQ,엠케이전자,전자부품 제조업
36582,1,KOSDAQ,엠케이전자,전자부품 제조업
36593,4,KOSDAQ,엠케이전자,전자부품 제조업
36614,1,KOSDAQ,시그네틱스,반도체 제조업
36626,2,KOSDAQ,시그네틱스,반도체 제조업
36641,4,KOSDAQ,시그네틱스,반도체 제조업
36687,3,KOSDAQ,시그네틱스,반도체 제조업
36738,4,KOSDAQ,모아텍,전자부품 제조업
36741,4,KOSDAQ,인성정보,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
36743,2,KOSDAQ,인성정보,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
36753,3,KOSDAQ,인성정보,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
36788,1,KOSDAQ,인성정보,"컴퓨터 프로그래밍, 시스템 통합 및 관리업"
36821,2,KOSPI,자화전자,전자부품 제조업
36822,1,KOSPI,자화전자,전자부품 제조업
36823,4,KOSPI,자화전자,전자부품 제조업
36826,3,KOSPI,자화전자,전자부품 제조업
36831,4,KOSPI,체시스,자동차 신품 부품 제조업
36832,3,KOSPI,체시스,자동차 신품 부품 제조업
36837,3,KOSDAQ,코웰패션,"섬유, 의복, 신발 및 가죽제품 소매업"
36838,2,KOSDAQ,코웰패션,"섬유, 의복, 신발 및 가죽제품 소매업"
36839,1,KOSDAQ,코웰패션,"섬유, 의복, 신발 및 가죽제품 소매업"
36840,4,KOSDAQ,제이씨현시스템,기계장비 및 관련 물품 도매업
36841,1,KOSDAQ,제이씨현시스템,기계장비 및 관련 물품 도매업
36845,3,KOSDAQ,제이씨현시스템,기계장비 및 관련 물품 도매업
36846,2,KOSDAQ,좋은사람들,봉제의복 제조업
36848,1,KOSDAQ,좋은사람들,봉제의복 제조업
36854,3,KOSDAQ,좋은사람들,봉제의복 제조업
36855,4,KOSDAQ,좋은사람들,봉제의복 제조업
36884,4,KOSDAQ,동성화인텍,기초 화학물질 제조업
36886,2,KOSDAQ,동성화인텍,기초 화학물질 제조업
36888,3,KOSDAQ,동성화인텍,기초 화학물질 제조업
36889,1,KOSDAQ,동성화인텍,기초 화학물질 제조업
36891,4,KOSPI,세종공업,자동차 신품 부품 제조업
36893,3,KOSPI,세종공업,자동차 신품 부품 제조업
36894,2,KOSPI,세종공업,자동차 신품 부품 제조업
36902,1,KOSPI,세종공업,자동차 신품 부품 제조업
36905,1,KOSDAQ,파라텍,특수 목적용 기계 제조업
36906,2,KOSDAQ,파라텍,특수 목적용 기계 제조업
36907,2,KOSDAQ,블루콤,영상 및 음향기기 제조업
36908,3,KOSDAQ,블루콤,영상 및 음향기기 제조업
36912,4,KOSDAQ,블루콤,영상 및 음향기기 제조업
37074,1,KOSDAQ,블루콤,영상 및 음향기기 제조업
37363,1,KOSDAQ,네패스,반도체 제조업
37364,2,KOSDAQ,네패스,반도체 제조업
37384,3,KOSDAQ,네패스,반도체 제조업
37385,4,KOSDAQ,네패스,반도체 제조업
37395,3,KOSDAQ,스카이문스테크놀로지,통신 및 방송 장비 제조업
37401,4,KOSDAQ,스카이문스테크놀로지,통신 및 방송 장비 제조업
37417,2,KOSDAQ,스카이문스테크놀로지,통신 및 방송 장비 제조업
37419,1,KOSDAQ,스카이문스테크놀로지,통신 및 방송 장비 제조업
37420,4,KOSDAQ,티비씨,텔레비전 방송업
37427,1,KOSDAQ,티비씨,텔레비전 방송업
37435,2,KOSDAQ,티비씨,텔레비전 방송업
37478,3,KOSDAQ,티비씨,텔레비전 방송업
37499,4,KOSPI,무학,알코올음료 제조업
37502,4,KOSPI,SBS,텔레비전 방송업
37503,3,KOSPI,SBS,텔레비전 방송업
37543,2,KOSPI,SBS,텔레비전 방송업
37548,1,KOSPI,SBS,텔레비전 방송업
37585,1,KOSPI,LG디스플레이,전자부품 제조업
37592,3,KOSDAQ,파라다이스,유원지 및 기타 오락관련 서비스업
37602,1,KOSDAQ,파라다이스,유원지 및 기타 오락관련 서비스업
37615,4,KOSDAQ,파라다이스,유원지 및 기타 오락관련 서비스업
37633,2,KOSDAQ,파라다이스,유원지 및 기타 오락관련 서비스업
37672,4,KOSPI,NICE,회사 본부 및 경영 컨설팅 서비스업
37673,1,KOSPI,NICE,회사 본부 및 경영 컨설팅 서비스업
37924,2,KOSPI,NICE,회사 본부 및 경영 컨설팅 서비스업
38103,3,KOSPI,NICE,회사 본부 및 경영 컨설팅 서비스업
38497,3,KOSPI,인천도시가스,연료용 가스 제조 및 배관공급업
38498,2,KOSPI,인천도시가스,연료용 가스 제조 및 배관공급업
38499,4,KOSPI,인천도시가스,연료용 가스 제조 및 배관공급업
38500,1,KOSPI,인천도시가스,연료용 가스 제조 및 배관공급업
38502,4,KOSPI,SK,기타 금융업
38503,3,KOSDAQ,조아제약,의약품 제조업
38506,4,KOSDAQ,조아제약,의약품 제조업
38508,3,KOSPI,지투알,회사 본부 및 경영 컨설팅 서비스업
38510,4,KOSPI,지투알,회사 본부 및 경영 컨설팅 서비스업
38511,4,KOSDAQ,프럼파스트,플라스틱제품 제조업
38512,3,KOSDAQ,프럼파스트,플라스틱제품 제조업
38513,3,KOSPI,강원랜드,유원지 및 기타 오락관련 서비스업
38520,2,KOSPI,강원랜드,유원지 및 기타 오락관련 서비스업
38530,1,KOSPI,강원랜드,유원지 및 기타 오락관련 서비스업
38586,4,KOSPI,강원랜드,유원지 및 기타 오락관련 서비스업
38658,2,KOSPI,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
38665,1,KOSPI,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
38674,4,KOSPI,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
38723,3,KOSPI,NAVER,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
38817,1,KOSDAQ,KG이니시스,소프트웨어 개발 및 공급업
38818,2,KOSDAQ,KG이니시스,소프트웨어 개발 및 공급업
38819,3,KOSDAQ,KG이니시스,소프트웨어 개발 및 공급업
38821,4,KOSDAQ,KG이니시스,소프트웨어 개발 및 공급업
38846,3,KOSDAQ,솔본,회사 본부 및 경영 컨설팅 서비스업
38853,2,KOSDAQ,솔본,회사 본부 및 경영 컨설팅 서비스업
38854,1,KOSDAQ,솔본,회사 본부 및 경영 컨설팅 서비스업
38869,4,KOSDAQ,솔본,회사 본부 및 경영 컨설팅 서비스업
38888,3,KOSDAQ,바른손이앤에이,소프트웨어 개발 및 공급업
38893,1,KOSDAQ,바른손이앤에이,소프트웨어 개발 및 공급업
38894,2,KOSDAQ,바른손이앤에이,소프트웨어 개발 및 공급업
38968,4,KOSDAQ,바른손이앤에이,소프트웨어 개발 및 공급업
39009,3,KOSPI,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
39019,1,KOSPI,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
39035,2,KOSPI,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
39047,4,KOSPI,카카오,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업"
39056,4,KOSDAQ,CJ ENM,텔레비전 방송업
39062,1,KOSDAQ,CJ ENM,텔레비전 방송업
39088,3,KOSDAQ,CJ ENM,텔레비전 방송업
39102,2,KOSDAQ,CJ ENM,텔레비전 방송업
39127,1,KOSDAQ,서희건설,건물 건설업
39135,4,KOSDAQ,JYP Ent.,오디오물 출판 및 원판 녹음업
39137,3,KOSDAQ,JYP Ent.,오디오물 출판 및 원판 녹음업
39138,2,KOSDAQ,JYP Ent.,오디오물 출판 및 원판 녹음업
39140,1,KOSDAQ,JYP Ent.,오디오물 출판 및 원판 녹음업
39144,2,KOSDAQ,예림당,"서적, 잡지 및 기타 인쇄물 출판업"
39145,1,KOSDAQ,예림당,"서적, 잡지 및 기타 인쇄물 출판업"
39146,4,KOSDAQ,예림당,"서적, 잡지 및 기타 인쇄물 출판업"
39148,3,KOSDAQ,예림당,"서적, 잡지 및 기타 인쇄물 출판업"
39150,1,KOSDAQ,아비코전자,전자부품 제조업
39151,2,KOSDAQ,아비코전자,전자부품 제조업
39152,3,KOSDAQ,아비코전자,전자부품 제조업
39177,3,KOSDAQ,위지트,특수 목적용 기계 제조업
39179,4,KOSDAQ,위지트,특수 목적용 기계 제조업
39182,2,KOSDAQ,위지트,특수 목적용 기계 제조업
39235,1,KOSDAQ,위지트,특수 목적용 기계 제조업
39256,3,KOSDAQ,SCI평가정보,기타 정보 서비스업
39258,4,KOSDAQ,SCI평가정보,기타 정보 서비스업
39277,2,KOSDAQ,SCI평가정보,기타 정보 서비스업
39280,1,KOSDAQ,SCI평가정보,기타 정보 서비스업
39284,1,KOSDAQ,금화피에스시,전기 및 통신 공사업
39285,4,KOSDAQ,금화피에스시,전기 및 통신 공사업
39289,3,KOSDAQ,금화피에스시,전기 및 통신 공사업
39292,2,KOSDAQ,금화피에스시,전기 및 통신 공사업
39302,2,KOSDAQ,유니셈,특수 목적용 기계 제조업
39306,1,KOSDAQ,유니셈,특수 목적용 기계 제조업
39310,3,KOSDAQ,유니셈,특수 목적용 기계 제조업
39316,4,KOSDAQ,유니셈,특수 목적용 기계 제조업
39375,1,KOSPI,제이콘텐트리,"영화, 비디오물, 방송프로그램 제작 및 배급업"
39376,2,KOSPI,제이콘텐트리,"영화, 비디오물, 방송프로그램 제작 및 배급업"
39377,3,KOSPI,제이콘텐트리,"영화, 비디오물, 방송프로그램 제작 및 배급업"
39382,4,KOSPI,제이콘텐트리,"영화, 비디오물, 방송프로그램 제작 및 배급업"
39384,4,KOSDAQ,대성미생물,의약품 제조업
39388,3,KOSDAQ,대성미생물,의약품 제조업
39390,2,KOSDAQ,대성미생물,의약품 제조업
39391,1,KOSDAQ,대성미생물,의약품 제조업
39393,3,KOSDAQ,SFA반도체,반도체 제조업
39407,1,KOSDAQ,SFA반도체,반도체 제조업
39409,2,KOSDAQ,SFA반도체,반도체 제조업
39431,4,KOSDAQ,SFA반도체,반도체 제조업
39482,3,KOSDAQ,영풍정밀,일반 목적용 기계 제조업
39484,2,KOSDAQ,영풍정밀,일반 목적용 기계 제조업
39485,4,KOSDAQ,영풍정밀,일반 목적용 기계 제조업
39487,1,KOSDAQ,영풍정밀,일반 목적용 기계 제조업
39488,2,KOSPI,엔씨소프트,소프트웨어 개발 및 공급업
39495,1,KOSPI,엔씨소프트,소프트웨어 개발 및 공급업
39511,4,KOSPI,엔씨소프트,소프트웨어 개발 및 공급업
39522,3,KOSPI,엔씨소프트,소프트웨어 개발 및 공급업
39566,3,KOSPI,팜스코,"곡물가공품, 전분 및 전분제품 제조업"
39596,3,KOSDAQ,세종텔레콤,전기 통신업
39597,2,KOSDAQ,세종텔레콤,전기 통신업
39610,4,KOSDAQ,세종텔레콤,전기 통신업
39616,1,KOSDAQ,세종텔레콤,전기 통신업
39629,1,KOSDAQ,HRS,합성고무 및 플라스틱 물질 제조업
39633,2,KOSDAQ,HRS,합성고무 및 플라스틱 물질 제조업
39634,4,KOSDAQ,HRS,합성고무 및 플라스틱 물질 제조업
39655,4,KOSDAQ,KCI,기타 화학제품 제조업
39657,2,KOSDAQ,KCI,기타 화학제품 제조업
39658,1,KOSDAQ,KCI,기타 화학제품 제조업
39659,2,KOSDAQ,심텍홀딩스,통신 및 방송 장비 제조업
39660,1,KOSDAQ,심텍홀딩스,통신 및 방송 장비 제조업
39661,1,KOSDAQ,나이스정보통신,전기 통신업
39704,4,KOSDAQ,나이스정보통신,전기 통신업
39756,3,KOSDAQ,나이스정보통신,전기 통신업
39827,2,KOSDAQ,나이스정보통신,전기 통신업
39856,2,KOSDAQ,에프에스티,전자부품 제조업
39883,3,KOSDAQ,에프에스티,전자부품 제조업
39884,4,KOSDAQ,에프에스티,전자부품 제조업
39889,1,KOSDAQ,에프에스티,전자부품 제조업
39921,4,KOSDAQ,진성티이씨,특수 목적용 기계 제조업
39925,3,KOSDAQ,진성티이씨,특수 목적용 기계 제조업
39926,3,KOSDAQ,주성엔지니어링,특수 목적용 기계 제조업
39927,2,KOSDAQ,주성엔지니어링,특수 목적용 기계 제조업
39952,1,KOSDAQ,주성엔지니어링,특수 목적용 기계 제조업
39983,4,KOSDAQ,주성엔지니어링,특수 목적용 기계 제조업
40038,4,KOSDAQ,파워넷,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
40040,2,KOSDAQ,파워넷,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
40042,1,KOSDAQ,파워넷,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업"
40050,4,KOSDAQ,파세코,가정용 기기 제조업
40051,3,KOSPI,YG PLUS,"인형,장난감 및 오락용품 제조업"
40053,2,KOSDAQ,인지디스플레,전자부품 제조업
